Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	2	10	2	2	0	16	99	0.000000	TS	H-method	9	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	15	116	0.000000	TS	SPY-method	10	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	13	92	0.000000	TS	SPY-methodST	11	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	16	103	0.001001	TS	SPYH-method	12	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	10	81	0.000000	TS	S-method	13	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	2	72	0.001001	TS	Mra-method	14	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	43	385	0.000000	TS	PDS-method	0	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	26	218	0.000000	TS	ADS-method	1	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	72	538	0.001001	TS	SVS-method	2	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	44	322	0.000000	TS	W-method	3	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	88	622	0.000000	TS	W-methodST	4	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	46	304	0.001001	TS	Wp-method	5	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	49	326	0.000000	TS	Wp-methodST	6	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	43	296	0.000000	TS	HSI-method	7	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	26	218	0.000000	TS	HSI-methodST	8	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	36	261	0.000000	TS	H-method	9	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	28	241	0.000000	TS	SPY-method	10	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	26	218	0.001001	TS	SPY-methodST	11	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	26	204	0.000000	TS	SPYH-method	12	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	18	198	0.002001	TS	S-method	13	Mealy_R10_WTYjL.fsm
0	2	10	2	2	1	2	72	0.000000	TS	Mra-method	14	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	86	856	0.001001	TS	PDS-method	0	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	52	482	0.000000	TS	ADS-method	1	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	139	1181	0.001001	TS	SVS-method	2	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	88	732	0.000000	TS	W-method	3	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	176	1420	0.001001	TS	W-methodST	4	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	98	745	0.001000	TS	Wp-method	5	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	98	751	0.001001	TS	Wp-methodST	6	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	92	724	0.000000	TS	HSI-method	7	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	52	482	0.001001	TS	HSI-methodST	8	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	61	519	0.000000	TS	H-method	9	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	54	550	0.001001	TS	SPY-method	10	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	52	482	0.000000	TS	SPY-methodST	11	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	46	434	0.000000	TS	SPYH-method	12	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	26	389	0.005002	TS	S-method	13	Mealy_R10_WTYjL.fsm
0	2	10	2	2	2	2	72	0.000000	TS	Mra-method	14	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	11	118	0.000000	TS	PDS-method	0	Mealy_R10_XyvOQ.fsm
